Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
2904,Mariages!,12991310,0,12991310,2004.csv,2004,0.0,1.0
2905,Gods and Generals,12923936,12882934,41002,2003.csv,2003,0.9968274370903725,0.0031725629096275316
2906,No Escapes,12916151,0,12916151,2021.csv,2021,0.0,1.0
2907,Formula 51,12881605,5204007,7677598,2001.csv,2001,0.4039874689528207,0.5960125310471793
2908,The Bodin's in the Land of Smile,12872253,0,12872253,2021.csv,2021,0.0,1.0
2909,In the Mood for Love,12854953,2738980,10115973,2000.csv,2000,0.21306806800460493,0.7869319319953951
2910,Smugglers,12825438,0,12825438,2023.csv,2023,0.0,1.0
2911,The Girl from Paris,12812396,183266,12629130,2001.csv,2001,0.014303803909901006,0.985696196090099
2912,Knockaround Guys,12806614,11715637,1090977,2002.csv,2002,0.9148114404010302,0.08518855959896972
2913,Samjin Company English Class,12761386,0,12761386,2020.csv,2020,0.0,1.0
2914,Another Round,12742455,0,12742455,2020.csv,2020,0.0,1.0
2915,Love Again,12696584,6230837,6465747,2023.csv,2023,0.4907490865259506,0.5092509134740494
2916,The Worst Person in the World,12687293,3034775,9652518,2021.csv,2021,0.2391979912499853,0.7608020087500147
2917,"Remember Me, My Love",12671306,227986,12443320,2003.csv,2003,0.01799230481846149,0.9820076951815385
2918,News of the World,12668325,12668325,0,2020.csv,2020,1.0,0.0
2919,Chasing Papi,12661189,6130049,6531140,2003.csv,2003,0.4841606108241493,0.5158393891758507
2920,Collectors,12640113,0,12640113,2020.csv,2020,0.0,1.0
2921,Winged Migration 2003 Re-release,12634963,10764402,1870561,2003.csv,2003,0.8519535830852849,0.14804641691471515
2922,Narc,12633747,10465659,2168088,2002.csv,2002,0.8283891548564333,0.17161084514356667
2923,The Other Side of the Bed,12630208,0,12630208,2002.csv,2002,0.0,1.0
2924,Character,12628017,0,12628017,2021.csv,2021,0.0,1.0
2925,Epic Tails,12613012,0,12613012,2023.csv,2023,0.0,1.0
2926,Maria Full of Grace,12594630,6529624,6065006,2004.csv,2004,0.5184450833410748,0.48155491665892525
2927,Gossip,12591270,5108820,7482450,2000.csv,2000,0.4057430267161295,0.5942569732838705
2928,Breakin' All the Rules,12544254,12264319,279935,2004.csv,2004,0.9776842050551591,0.022315794944840883
2929,Apocalypse Now Redux,12543269,4626290,7916979,2001.csv,2001,0.36882649969477654,0.6311735003052235
2930,On the Line,12522284,0,12522284,2021.csv,2021,0.0,1.0
2931,The Clearing,12520799,5763875,6756924,2004.csv,2004,0.46034402437096866,0.5396559756290313
2932,Sorority Boys,12517488,10200032,2317456,2002.csv,2002,0.8148625347194262,0.18513746528057387
2933,Seducing Doctor Lewis,12504038,9354342,3149696,2003.csv,2003,0.7481056919372766,0.2518943080627234
2934,Ready to Rumble,12452362,12394327,58035,2000.csv,2000,0.9953394384133709,0.004660561586629107
2935,Nine Queens,12413888,1222889,11190999,2002.csv,2002,0.09850974972546876,0.9014902502745312
2936,Monsieur Ibrahim,12364836,2823890,9540946,2003.csv,2003,0.22838070800130306,0.7716192919986969
2937,Casshern,12353768,0,12353768,2004.csv,2004,0.0,1.0
2938,Say It Isn't So,12320393,5520393,6800000,2001.csv,2001,0.4480695542747703,0.5519304457252298
2939,Chasing Liberty,12313323,12195626,117697,2004.csv,2004,0.990441491707803,0.009558508292196996
2940,Guglhupfgeschwader,12307072,0,12307072,2022.csv,2022,0.0,1.0
2941,Abandon,12302219,10727683,1574536,2002.csv,2002,0.8720120329511286,0.12798796704887141
2942,"Utapri Movie 2, Uta No Prince-Sama Maji Love Starish Tours Movie",12291650,0,12291650,2022.csv,2022,0.0,1.0
2943,His Only Son,12234765,12084084,150681,2023.csv,2023,0.987684193362112,0.012315806637888019
2944,Shinchan: Crash! Scribble Kingdom and Almost Four Heroes,12221804,0,12221804,2020.csv,2020,0.0,1.0
2945,Living,12208598,3038113,9170485,2022.csv,2022,0.24885027748476934,0.7511497225152307
2946,Koi... Mil Gaya,12168232,671372,11496860,2003.csv,2003,0.05517416170237385,0.9448258382976261
2947,The Eye,12165016,512049,11652967,2002.csv,2002,0.04209192984209803,0.957908070157902
2948,Ducobu 3,12157793,0,12157793,2020.csv,2020,0.0,1.0
2949,Dark Blue,12150301,9250301,2900000,2003.csv,2003,0.7613227853367583,0.23867721466324168
2950,On Your Mark,12100000,0,12100000,2021.csv,2021,0.0,1.0
2951,Laal Singh Chaddha,12093536,3401324,8692212,2022.csv,2022,0.2812514057096287,0.7187485942903713
2952,Don't Move,12071007,337265,11733742,2004.csv,2004,0.027940088179884248,0.9720599118201158
2953,Alienoid,12067556,168309,11899247,2022.csv,2022,0.013947231734412502,0.9860527682655875
2954,Kureyon Shin-chan 2004 Re-release,12066375,0,12066375,2004.csv,2004,0.0,1.0
2955,2009: Lost Memories,12049825,0,12049825,2002.csv,2002,0.0,1.0
2956,The Cookout,12009070,11814019,195051,2004.csv,2004,0.9837580262251782,0.016241973774821863
2957,Stand by Me,11900000,0,11900000,2021.csv,2021,0.0,1.0
2958,The Asadas,11858018,0,11858018,2020.csv,2020,0.0,1.0
2959,Layer Cake,11850214,2339957,9510257,2004.csv,2004,0.1974611597731484,0.8025388402268516
2960,The Rules of Attraction,11819244,6532619,5286625,2002.csv,2002,0.5527103933212649,0.44728960667873513
2961,The Son's Room,11767402,1016340,10751062,2001.csv,2001,0.08636910679179652,0.9136308932082035
2962,Beyond Borders,11705002,4430101,7274901,2003.csv,2003,0.3784793031218619,0.621520696878138
2963,Mohou-han,11702775,0,11702775,2002.csv,2002,0.0,1.0
2964,Wotakoi: Love Is Hard for Otaku,11702371,0,11702371,2020.csv,2020,0.0,1.0
2965,Les rois mages,11702020,0,11702020,2001.csv,2001,0.0,1.0
2966,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,11631738,1588491,10043247,2022.csv,2022,0.1365652321261019,0.8634347678738982
2967,The Order,11560806,7660806,3900000,2002.csv,2002,0.6626532786727846,0.33734672132721544
2968,The Legend of Drunken Master,11555430,11555430,0,2000.csv,2000,1.0,0.0
2969,Face Off 6: The Ticket of Destiny,11538081,0,11538081,2023.csv,2023,0.0,1.0
2970,Jug Jugg Jeeyo,11467726,1033000,10434726,2022.csv,2022,0.09007888747952297,0.909921112520477
2971,The Experiment,11455141,0,11455141,2001.csv,2001,0.0,1.0
2972,Beau Is Afraid,11454102,8176562,3277540,2023.csv,2023,0.7138544776360469,0.28614552236395313
2973,Suspect Zero,11416075,8725813,2690262,2004.csv,2004,0.7643444003302361,0.2356555996697639
2974,Empire of Light,11395604,1177577,10218027,2022.csv,2022,0.10333607591137775,0.8966639240886223
2975,Till,11347030,9000202,2346828,2022.csv,2022,0.7931768929843316,0.20682310701566842
2976,Connie and Carla,11341016,8085771,3255245,2004.csv,2004,0.7129670745548723,0.28703292544512765
2977,Kabhi Khushi Kabhie Gham...,11329690,2902000,8427690,2001.csv,2001,0.2561411653805179,0.7438588346194821
2978,The Fable: The Killer Who Doesn't Kill,11325545,0,11325545,2021.csv,2021,0.0,1.0
2979,Bergen,11325405,0,11325405,2022.csv,2022,0.0,1.0
2980,What Did You Eat Yesterday?,11320893,0,11320893,2021.csv,2021,0.0,1.0
2981,The Dope,11289473,0,11289473,2003.csv,2003,0.0,1.0
2982,The Little Polar Bear,11243547,0,11243547,2001.csv,2001,0.0,1.0
2983,You Can Count on Me,11242521,9416804,1825717,2000.csv,2000,0.8376060849697323,0.16239391503026768
2984,Rise,11196824,0,11196824,2022.csv,2022,0.0,1.0
2985,Shadow of the Vampire,11155214,8293784,2861430,2000.csv,2000,0.7434894570377583,0.2565105429622417
2986,The Eight Mountains,11152455,302456,10849999,2022.csv,2022,0.027120127362092024,0.972879872637908
2987,Men,11152071,7587853,3564218,2022.csv,2022,0.680398555568737,0.31960144443126304
2988,Aline,11149943,667815,10482128,2021.csv,2021,0.059894028157812106,0.9401059718421879
2989,Naruto the Movie: Ninja Clash in the Land of Snow,11141307,0,11141307,2004.csv,2004,0.0,1.0
2990,What's Love Got to Do with It?,11111510,0,11111510,2023.csv,2023,0.0,1.0
2991,Kamen Rider 555: Paradise Lost,11067556,0,11067556,2003.csv,2003,0.0,1.0
2992,Head-On,11030861,435395,10595466,2004.csv,2004,0.039470626998200774,0.9605293730017992
2993,Adrenaline Rush: The Science of Risk,11011932,10994028,17904,2002.csv,2002,0.9983741272648614,0.0016258727351385752
2994,30 jours max,11007713,0,11007713,2020.csv,2020,0.0,1.0
2995,Bigfoot Family,10987975,0,10987975,2020.csv,2020,0.0,1.0
2996,The Voice of Sin,10983063,0,10983063,2020.csv,2020,0.0,1.0
2997,District B13,10976892,1200216,9776676,2004.csv,2004,0.10934023947762263,0.8906597605223774
2998,Extreme Ops,10959475,4842259,6117216,2002.csv,2002,0.441833117006061,0.558166882993939
2999,The Perfect Score,10898337,10391003,507334,2004.csv,2004,0.9534484940225284,0.04655150597747161
3000,Lucky Numbers,10890222,10042516,847706,2000.csv,2000,0.9221589789445982,0.0778410210554018
3001,Chickenhare and the Hamster of Darkness,10885116,0,10885116,2022.csv,2022,0.0,1.0
3002,Samurai Beyond Admiration Record to the World's Best,10876188,0,10876188,2023.csv,2023,0.0,1.0
3003,Two by Two: Overboard!,10875424,0,10875424,2020.csv,2020,0.0,1.0
3004,Here on Earth,10873148,10522168,350980,2000.csv,2000,0.9677204798463149,0.03227952015368502
3005,Let Him Go,10835686,9358025,1477661,2020.csv,2020,0.8636301384148636,0.13636986158513636
3006,One Second,10791301,0,10791301,2020.csv,2020,0.0,1.0
3007,Me contro Te - Il film: La vendetta del Signor S,10779891,0,10779891,2020.csv,2020,0.0,1.0
3008,Godzilla: Tokyo S.O.S.,10724345,0,10724345,2003.csv,2003,0.0,1.0
3009,Impractical Jokers: The Movie,10691091,10691091,0,2020.csv,2020,1.0,0.0
3010,The Machine,10664328,10458331,205997,2023.csv,2023,0.9806835461174862,0.01931645388251374
3011,Honest Candidate,10597464,0,10597464,2020.csv,2020,0.0,1.0
3012,Champion,10569737,0,10569737,2002.csv,2002,0.0,1.0
3013,Pollock,10558970,8598593,1960377,2000.csv,2000,0.814340129766445,0.18565987023355499
3014,The Hunt,10550350,5812500,4737850,2020.csv,2020,0.5509295900136014,0.4490704099863986
3015,Inuyasha the Movie: Affections Touching Across Time,10539779,0,10539779,2001.csv,2001,0.0,1.0
3016,Anatomy,10501958,9660,10492298,2000.csv,2000,0.0009198284738902974,0.9990801715261097
3017,Warriors of Future,10490328,0,10490328,2022.csv,2022,0.0,1.0
3018,The Cooler,10464788,8291572,2173216,2003.csv,2003,0.7923306234201782,0.2076693765798218
3019,Krack,10442916,0,10442916,2021.csv,2021,0.0,1.0
3020,The Virgin Suicides,10409377,4906229,5503148,2000.csv,2000,0.4713278229811448,0.5286721770188552
3021,A Touch of Spice,10395779,0,10395779,2003.csv,2003,0.0,1.0
3022,Jurassic Park 2022 Re-release,10374018,0,10374018,2022.csv,2022,0.0,1.0
3023,Town & Country,10372291,6719973,3652318,2001.csv,2001,0.6478774072189066,0.35212259278109337
3024,Wasabi,10366360,97220,10269140,2001.csv,2001,0.009378412480369195,0.9906215875196308
3025,Kaiserschmarrndrama,10357720,0,10357720,2021.csv,2021,0.0,1.0
3026,Land of Legends,10357479,0,10357479,2022.csv,2022,0.0,1.0
3027,"Caution, Hazardous Wife: The Movie",10356359,0,10356359,2021.csv,2021,0.0,1.0
3028,The Last Warrior,10348542,0,10348542,2021.csv,2021,0.0,1.0
3029,Street Dancer 3D,10339127,0,10339127,2020.csv,2020,0.0,1.0
3030,Bibi Blocksberg,10325928,0,10325928,2002.csv,2002,0.0,1.0
3031,Detective Conan: The Scarlet Alibi,10308627,0,10308627,2021.csv,2021,0.0,1.0
3032,The Pirates: The Last Royal Treasure,10258331,0,10258331,2022.csv,2022,0.0,1.0
3033,The Beasts,10238603,5000,10233603,2022.csv,2022,0.0004883478732401285,0.9995116521267599
3034,The Wash,10229331,10097538,131793,2001.csv,2001,0.9871161662478221,0.012883833752177928
3035,Never Stop,10224935,0,10224935,2021.csv,2021,0.0,1.0
3036,Ainbo,10202069,0,10202069,2021.csv,2021,0.0,1.0
3037,My Spy,10200000,0,10200000,2020.csv,2020,0.0,1.0
3038,Woman on Top,10194274,5020111,5174163,2000.csv,2000,0.492444189748088,0.507555810251912
3039,Vaillante,10143170,0,10143170,2022.csv,2022,0.0,1.0
3040,Table for Six,10138355,0,10138355,2022.csv,2022,0.0,1.0
3041,Thirteen,10128960,4601043,5527917,2003.csv,2003,0.4542463392095536,0.5457536607904464
3042,Sun and Concrete,10119958,0,10119958,2023.csv,2023,0.0,1.0
3043,Kamen Rider Ryuki: Episode Final,10112538,0,10112538,2002.csv,2002,0.0,1.0
3044,Pulse: A Stomp Odyssey,10086514,10086514,0,2002.csv,2002,1.0,0.0
3045,Sexy Beast,10045677,6946056,3099621,2001.csv,2001,0.6914472762761534,0.30855272372384657
3046,Girls on Top,10038662,0,10038662,2001.csv,2001,0.0,1.0
3047,Godzilla 2000: Millennium,10037390,10037390,0,2000.csv,2000,1.0,0.0
3048,The Deep End,10031529,8823109,1208420,2001.csv,2001,0.8795378052538152,0.12046219474618475
3049,Kisarazu Cat's Eye: Nihon Series,10029866,0,10029866,2003.csv,2003,0.0,1.0
3050,The Crime Is Mine,10025717,0,10025717,2023.csv,2023,0.0,1.0
3051,Elephant,10012022,1266955,8745067,2003.csv,2003,0.12654336956111362,0.8734566304388863
3052,Smack Dab Kakha,9995945,0,9995945,2022.csv,2022,0.0,1.0
3053,Whatever It Takes,9902115,8745680,1156435,2000.csv,2000,0.8832133337170898,0.11678666628291026
3054,Shin Chan: The Adult Empire Strikes Back,9851449,0,9851449,2003.csv,2003,0.0,1.0
3055,F3: Fun and Frustration,9849193,1195000,8654193,2022.csv,2022,0.12132973737036121,0.8786702626296388
3056,3 Strikes,9832166,9832166,0,2000.csv,2000,1.0,0.0
3057,"Good Luck to You, Leo Grande",9783843,0,9783843,2022.csv,2022,0.0,1.0
3058,100% Wolf,9766489,658764,9107725,2020.csv,2020,0.06745146592598425,0.9325485340740157
3059,Pearl,9747742,9423445,324297,2022.csv,2022,0.9667310644865241,0.03326893551347584
3060,Black Box,9738741,0,9738741,2021.csv,2021,0.0,1.0
3061,Eiga Sumikkogurashi: Aoi tsukiyo no mahô no ko,9735732,0,9735732,2021.csv,2021,0.0,1.0
3062,My Life Without Me,9726954,400948,9326006,2003.csv,2003,0.041220303910144945,0.958779696089855
3063,Bread and Tulips,9719848,5318679,4401169,2000.csv,2000,0.547197754532787,0.4528022454672131
3064,Rheingold,9691011,0,9691011,2022.csv,2022,0.0,1.0
3065,Stolen Identity 2,9687188,0,9687188,2020.csv,2020,0.0,1.0
3066,The Young Black Stallion,9638389,6751389,2887000,2003.csv,2003,0.7004686156576582,0.29953138434234183
3067,Spider-Man: No Way Home 2022 Re-release,9613518,9321593,291925,2022.csv,2022,0.9696339050907274,0.030366094909272546
3068,The Soul,9600000,0,9600000,2021.csv,2021,0.0,1.0
3069,Married for 7 Years,9545175,0,9545175,2003.csv,2003,0.0,1.0
3070,¡A todo tren! Destino Asturias,9544171,0,9544171,2021.csv,2021,0.0,1.0
3071,Talk to Her Undated France Release,9541068,0,9541068,2022.csv,2022,0.0,1.0
3072,Baragaki: Unbroken Samurai,9481437,0,9481437,2021.csv,2021,0.0,1.0
3073,10 Days with Dad,9472077,2359,9469718,2020.csv,2020,0.000249047806515931,0.9997509521934841
3074,Secret Zoo,9471940,0,9471940,2020.csv,2020,0.0,1.0
3075,Redeeming Love,9464198,9214020,250178,2022.csv,2022,0.9735658531235293,0.026434146876470672
3076,365 Days,9458590,0,9458590,2020.csv,2020,0.0,1.0
3077,Veronica Guerin,9439660,1571504,7868156,2003.csv,2003,0.1664788774171951,0.8335211225828049
3078,Okay Madam,9433525,0,9433525,2020.csv,2020,0.0,1.0
3079,Hypnotic,9424597,4500169,4924428,2023.csv,2023,0.4774919288326068,0.5225080711673932
3080,Ghost Dog: The Way of the Samurai,9380473,3308029,6072444,2000.csv,2000,0.3526505539752633,0.6473494460247367
3081,The Flying Classroom,9378807,0,9378807,2003.csv,2003,0.0,1.0
3082,L'appel de la forêt,9317347,0,9317347,2020.csv,2020,0.0,1.0
3083,Mad Love,9306362,280046,9026316,2001.csv,2001,0.030091887678557958,0.969908112321442
3084,House Party,9284647,9002247,282400,2023.csv,2023,0.9695841963620156,0.0304158036379843
3085,Dad,9267397,0,9267397,2021.csv,2021,0.0,1.0
3086,Women Talking,9259397,5456531,3802866,2022.csv,2022,0.5892965816240517,0.41070341837594826
3087,State and Main,9206279,6944471,2261808,2000.csv,2000,0.7543189816428548,0.24568101835714515
3088,Past Lives,9199489,9141172,58317,2023.csv,2023,0.9936608435533756,0.006339156446624372
3089,Inception 10th Anniversary re-release,9100000,0,9100000,2020.csv,2020,0.0,1.0
3090,Sword Art Online the Movie: Progressive - Scherzo of Deep Night,9071701,0,9071701,2022.csv,2022,0.0,1.0
3091,The Closet,9039424,0,9039424,2020.csv,2020,0.0,1.0
3092,All Your Faces,8969128,0,8969128,2023.csv,2023,0.0,1.0
3093,Malasaña 32,8968845,0,8968845,2020.csv,2020,0.0,1.0
3094,Break the Silence: The Movie,8954345,0,8954345,2020.csv,2020,0.0,1.0
3095,"Spring, Summer, Fall, Winter... and Spring",8944914,2380788,6564126,2003.csv,2003,0.26616108327033666,0.7338389167296634
3096,I Hate Summer,8926071,0,8926071,2020.csv,2020,0.0,1.0
3097,Kandahar,8914751,1418314,7496437,2001.csv,2001,0.15909743300738294,0.8409025669926171
3098,All About My Mother,8900000,0,8900000,2021.csv,2021,0.0,1.0
3099,Downhill,8899195,8287061,612134,2020.csv,2020,0.9312146772826081,0.06878532271739185
3100,Les blagues de Toto,8859185,0,8859185,2020.csv,2020,0.0,1.0
3101,Après Vous,8852763,830292,8022471,2003.csv,2003,0.09378902383357603,0.906210976166424
3102,The Wandering Earth II,8850805,5023132,3827673,2023.csv,2023,0.5675339135818719,0.43246608641812806
3103,The Eleventh Chapter,8844997,0,8844997,2021.csv,2021,0.0,1.0
3104,The Medium,8826689,0,8826689,2021.csv,2021,0.0,1.0
3105,The Vault,8803864,0,8803864,2021.csv,2021,0.0,1.0
3106,Kaguya-sama: Love Is War,8794981,0,8794981,2021.csv,2021,0.0,1.0
3107,Moonbound,8790990,0,8790990,2021.csv,2021,0.0,1.0
3108,18 Years Later,8785730,25611,8760119,2003.csv,2003,0.0029150679567890203,0.997084932043211
3109,Son of the Bride,8772695,624757,8147938,2001.csv,2001,0.07121608582083384,0.9287839141791662
3110,Ghost World,8764007,6217849,2546158,2001.csv,2001,0.7094755857680168,0.29052441423198316
3111,Le coeur des hommes,8755325,0,8755325,2003.csv,2003,0.0,1.0
3112,The Protégé,8737253,7446823,1290430,2021.csv,2021,0.8523071267365154,0.14769287326348454
3113,The Secret Garden,8721243,0,8721243,2020.csv,2020,0.0,1.0
3114,The Forsaken,8704851,7288451,1416400,2001.csv,2001,0.8372861293088187,0.16271387069118126
3115,Tini: The New Life of Violetta,8678476,0,8678476,2001.csv,2001,0.0,1.0
3116,Lost Illusions,8635184,126391,8508793,2021.csv,2021,0.014636746593934767,0.9853632534060652
3117,War of the Eltis,8613864,0,8613864,2020.csv,2020,0.0,1.0
3118,Father & Soldier,8588159,0,8588159,2023.csv,2023,0.0,1.0
3119,The Prince and the Pirate,8579972,0,8579972,2001.csv,2001,0.0,1.0
3120,Agent Backkom: Kings Bear,8578734,0,8578734,2021.csv,2021,0.0,1.0
3121,Samrat Prithviraj,8568339,0,8568339,2022.csv,2022,0.0,1.0
3122,Pil's Adventures,8567345,0,8567345,2021.csv,2021,0.0,1.0
3123,Before Night Falls,8527517,4242892,4284625,2000.csv,2000,0.49755303917893096,0.502446960821069
3124,Life Is Beautiful,8458639,0,8458639,2022.csv,2022,0.0,1.0
3125,Honey Lemon Soda,8441488,0,8441488,2021.csv,2021,0.0,1.0
3126,Malang,8399765,0,8399765,2020.csv,2020,0.0,1.0
3127,Yolki 9,8385030,0,8385030,2022.csv,2022,0.0,1.0
3128,Bones,8378853,7316658,1062195,2001.csv,2001,0.8732290684655764,0.12677093153442362
3129,The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,8377569,0,8377569,2021.csv,2021,0.0,1.0
3130,Delicious,8357060,0,8357060,2021.csv,2021,0.0,1.0
3131,Dream,8317251,0,8317251,2023.csv,2023,0.0,1.0
3132,Don,8287406,0,8287406,2022.csv,2022,0.0,1.0
3133,Shotgun Wedding,8277788,0,8277788,2022.csv,2022,0.0,1.0
3134,Aftersun,8256289,1658790,6597499,2022.csv,2022,0.20091229849148934,0.7990877015085107
3135,Kandahar,8245332,4813132,3432200,2023.csv,2023,0.583740230229662,0.4162597697703379
3136,Vikram Vedha,8234166,1589362,6644804,2022.csv,2022,0.19302039817997355,0.8069796018200265
