Rank,Release Group,Worldwide,Domestic,Foreign,filename,year,Domestic %,Foreign %
2603,Thomas and the Magic Railroad,19748009,15933506,3814503,2000.csv,2000,0.8068411352253283,0.1931588647746717
2604,Shackleton's Antarctic Adventure,19613216,15553324,4059892,2001.csv,2001,0.7930022287013002,0.2069977712986998
2605,S1m0ne,19576023,9688676,9887347,2002.csv,2002,0.49492565471546496,0.5050743452845351
2606,Soul Snatcher,19561221,0,19561221,2020.csv,2020,0.0,1.0
2607,View from the Top,19526014,15614000,3912014,2003.csv,2003,0.7996511730453537,0.20034882695464626
2608,The Wolf and the Lion,19510578,2072173,17438405,2021.csv,2021,0.10620766847604413,0.8937923315239559
2609,The House of No Man,19490980,0,19490980,2023.csv,2023,0.0,1.0
2610,The Lion King 2002 IMAX Release,19486215,15686215,3800000,2002.csv,2002,0.8049903483051993,0.19500965169480067
2611,2046,19470239,1444588,18025651,2004.csv,2004,0.0741946721866126,0.9258053278133874
2612,Vanity Fair,19463185,16136476,3326709,2004.csv,2004,0.8290768443088836,0.17092315569111632
2613,My Happy Marriage,19439523,0,19439523,2023.csv,2023,0.0,1.0
2614,The Turning,19428166,15472775,3955391,2020.csv,2020,0.7964094500736714,0.2035905499263286
2615,Get Carter,19412993,14967182,4445811,2000.csv,2000,0.7709878636436948,0.2290121363563053
2616,The Specials,19363826,0,19363826,2019.csv,2019,0.0,1.0
2617,Tuck Everlasting,19344615,19161999,182616,2002.csv,2002,0.9905598534786038,0.009440146521396265
2618,Rock Star,19334145,17008282,2325863,2001.csv,2001,0.8797017918299465,0.12029820817005354
2619,Duplex,19322135,9692135,9630000,2003.csv,2003,0.5016078709728505,0.4983921290271494
2620,Deep Blue,19288261,132261,19156000,2003.csv,2003,0.006857072288683775,0.9931429277113162
2621,Mapado,19286223,0,19286223,2005.csv,2005,0.0,1.0
2622,O,19260537,16025437,3235100,2001.csv,2001,0.8320347973683184,0.16796520263168155
2623,Les Tuche 4,19259766,0,19259766,2021.csv,2021,0.0,1.0
2624,Fate/stay night [Heaven's Feel] III. spring song,19252497,200000,19052497,2020.csv,2020,0.010388262883510644,0.9896117371164893
2625,After Ever Happy,19238073,1072750,18165323,2022.csv,2022,0.055761821883096085,0.9442381781169039
2626,Half Past Dead,19233280,15567860,3665420,2002.csv,2002,0.809423041727672,0.19057695827232796
2627,Windstruck,19225992,0,19225992,2004.csv,2004,0.0,1.0
2628,Martin Lawrence Live: Runteldat,19184820,19184820,0,2002.csv,2002,1.0,0.0
2629,Simone: Woman of the Century,19149079,0,19149079,2022.csv,2022,0.0,1.0
2630,Dear Evan Hansen,19133454,15002646,4130808,2021.csv,2021,0.7841054730630445,0.21589452693695554
2631,The Weather Man,19126398,12482775,6643623,2005.csv,2005,0.6526464104741521,0.347353589525848
2632,Those Who Wish Me Dead,19107200,7407200,11700000,2021.csv,2021,0.3876653826829677,0.6123346173170323
2633,Always Miss You,19015465,91884,18923581,2019.csv,2019,0.0048320669518205316,0.9951679330481795
2634,The Corsican File,18922216,0,18922216,2004.csv,2004,0.0,1.0
2635,The Man Who Wasn't There,18916623,7504257,11412366,2001.csv,2001,0.3967017263070687,0.6032982736929313
2636,The Curse of the Jade Scorpion,18914307,7517191,11397116,2001.csv,2001,0.3974341222229289,0.602565877777071
2637,Beast,18911959,0,18911959,2022.csv,2022,0.0,1.0
2638,Feardotcom,18902015,13258249,5643766,2002.csv,2002,0.7014198750768106,0.2985801249231894
2639,The Pioneer,18900000,0,18900000,2021.csv,2021,0.0,1.0
2640,An Officer and a Spy,18899214,0,18899214,2019.csv,2019,0.0,1.0
2641,Champions,18894015,16271910,2622105,2023.csv,2023,0.8612203388215792,0.13877966117842078
2642,The Green Knight,18887953,17173321,1714632,2021.csv,2021,0.909220866866833,0.09077913313316695
2643,Antlers,18867659,10619670,8247989,2021.csv,2021,0.5628504309941154,0.43714956900588464
2644,Promising Young Woman,18854166,6460965,12393201,2020.csv,2020,0.34268102869148387,0.6573189713085161
2645,Sinkhole,18804231,0,18804231,2021.csv,2021,0.0,1.0
2646,Broker,18789304,1046899,17742405,2022.csv,2022,0.0557178169026378,0.9442821830973622
2647,Swing Girls,18758613,0,18758613,2004.csv,2004,0.0,1.0
2648,A Mighty Wind,18750246,17781006,969240,2003.csv,2003,0.948307878200638,0.051692121799361994
2649,Crayon Shin-chan: Honeymoon Hurricane - The Lost Hiroshi,18738951,0,18738951,2019.csv,2019,0.0,1.0
2650,Godfather,18737287,0,18737287,2022.csv,2022,0.0,1.0
2651,Mobile Suit Gundam: Hathaway,18731309,0,18731309,2021.csv,2021,0.0,1.0
2652,Look at Me,18729751,1737308,16992443,2004.csv,2004,0.09275659884640218,0.9072434011535978
2653,Iznogoud- Caliph Instead of the Caliph,18725588,0,18725588,2005.csv,2005,0.0,1.0
2654,Detective Conan: Strategy Above the Depths,18723952,0,18723952,2005.csv,2005,0.0,1.0
2655,3000 Miles to Graceland,18720175,15749959,2970216,2001.csv,2001,0.8413360986208729,0.15866390137912706
2656,The Ninth Gate,18661336,18661336,0,2000.csv,2000,1.0,0.0
2657,Greta,18653107,10532219,8120888,2019.csv,2019,0.56463617562479,0.43536382437521
2658,Waiting...,18637690,16124543,2513147,2005.csv,2005,0.8651578065736687,0.13484219342633127
2659,Max Keeble's Big Move,18634654,17294293,1340361,2001.csv,2001,0.9280715917773413,0.07192840822265871
2660,"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack",18623382,0,18623382,2001.csv,2001,0.0,1.0
2661,An Unfinished Life,18618284,8586392,10031892,2005.csv,2005,0.46118063297347917,0.5388193670265208
2662,My Father and My Son,18612999,0,18612999,2005.csv,2005,0.0,1.0
2663,De-Lovely,18611951,13456633,5155318,2004.csv,2004,0.7230103388946167,0.2769896611053833
2664,Empire,18591272,17600423,990849,2002.csv,2002,0.9467035391661205,0.05329646083387947
2665,Keeping Mum,18575768,1619466,16956302,2005.csv,2005,0.0871816443874622,0.9128183556125378
2666,The Turkish Gambit,18520000,0,18520000,2005.csv,2005,0.0,1.0
2667,My Baby's Daddy,18490423,17669317,821106,2004.csv,2004,0.955592903418164,0.044407096581835906
2668,Loser,18404706,15618626,2786080,2000.csv,2000,0.848621325437092,0.151378674562908
2669,School of Magical Animals: Part 2,18385774,0,18385774,2022.csv,2022,0.0,1.0
2670,As It Is in Heaven,18318233,0,18318233,2005.csv,2005,0.0,1.0
2671,Bhool Bhulaiyaa 2,18307258,0,18307258,2022.csv,2022,0.0,1.0
2672,The World's Fastest Indian,18297690,5128124,13169566,2005.csv,2005,0.28026073236567023,0.7197392676343298
2673,Quai des illusions,18291248,0,18291248,2004.csv,2004,0.0,1.0
2674,Antitrust,18195610,11328094,6867516,2001.csv,2001,0.6225729173135718,0.3774270826864282
2675,My Boss's Daughter,18191005,15550605,2640400,2003.csv,2003,0.8548513399891869,0.14514866001081303
2676,All the Pretty Horses,18133495,15540353,2593142,2000.csv,2000,0.8569971205219954,0.14300287947800466
2677,November,18114769,0,18114769,2022.csv,2022,0.0,1.0
2678,Takizawa Enbujo Zero,18091395,0,18091395,2020.csv,2020,0.0,1.0
2679,Freaky,18073433,9030855,9042578,2020.csv,2020,0.4996756841934789,0.5003243158065211
2680,The Stronghold,18066143,0,18066143,2021.csv,2021,0.0,1.0
2681,The Country Bears,18012097,16990825,1021272,2002.csv,2002,0.9433007716980427,0.05669922830195729
2682,Quills,17989227,7065332,10923895,2000.csv,2000,0.3927535074186345,0.6072464925813655
2683,Fragments of the Last Will,17954691,0,17954691,2022.csv,2022,0.0,1.0
2684,Night Watch 2005 Re-release,17939389,1502188,16437201,2005.csv,2005,0.08373685413700545,0.9162631458629945
2685,My Tutor Friend,17896209,0,17896209,2003.csv,2003,0.0,1.0
2686,The New World,17823920,0,17823920,2003.csv,2003,0.0,1.0
2687,Jail Breakers,17797711,0,17797711,2002.csv,2002,0.0,1.0
2688,The Last Kiss,17720347,1048950,16671397,2002.csv,2002,0.05919466475458974,0.9408053352454102
2689,The Promised Neverland,17710977,0,17710977,2020.csv,2020,0.0,1.0
2690,Joyeux Noel,17709155,1054361,16654794,2005.csv,2005,0.059537623336630124,0.9404623766633698
2691,The Blackening,17707207,17707207,0,2023.csv,2023,1.0,0.0
2692,You Are My Sunshine,17650142,0,17650142,2005.csv,2005,0.0,1.0
2693,Kaiji: Final Game,17645779,0,17645779,2020.csv,2020,0.0,1.0
2694,About My Father,17612455,12089391,5523064,2023.csv,2023,0.686411462797208,0.313588537202792
2695,Palais royal!,17612135,0,17612135,2005.csv,2005,0.0,1.0
2696,Hitman: Agent Jun,17601351,0,17601351,2020.csv,2020,0.0,1.0
2697,Deliver Us from Eva,17573594,17573594,0,2003.csv,2003,1.0,0.0
2698,The Quintessential Quintuplets Movie,17506171,502000,17004171,2022.csv,2022,0.028675602448987845,0.9713243975510122
2699,Roll Bounce,17500866,17380866,120000,2005.csv,2005,0.9931431964566781,0.006856803543321799
2700,Rebound,17492014,16809014,683000,2005.csv,2005,0.9609536100302687,0.03904638996973133
2701,"Bố Già (Dad, I'm Sorry)",17480489,350000,17130489,2021.csv,2021,0.020022323174140037,0.97997767682586
2702,A Guy Thing,17432163,15545431,1886732,2003.csv,2003,0.8917671891893163,0.10823281081068367
2703,Frailty,17423030,13110448,4312582,2002.csv,2002,0.7524780706914929,0.2475219293085072
2704,Stormy Night,17379776,0,17379776,2005.csv,2005,0.0,1.0
2705,Fall,17363261,7240521,10122740,2022.csv,2022,0.4170023706952283,0.5829976293047717
2706,Digimon Adventure: Last Evolution Kizuna,17361009,0,17361009,2020.csv,2020,0.0,1.0
2707,The Matador,17347231,12594698,4752533,2005.csv,2005,0.7260350657692862,0.27396493423071383
2708,Would I Lie to You? 2,17317084,0,17317084,2003.csv,2003,0.0,1.0
2709,The Importance of Being Earnest,17290970,8384929,8906041,2002.csv,2002,0.4849310940913089,0.515068905908691
2710,Gintama: The Final,17252960,0,17252960,2021.csv,2021,0.0,1.0
2711,Railway Heroes,17223704,0,17223704,2021.csv,2021,0.0,1.0
2712,Tokyo Revengers 2: Bloody Halloween - Destiny,17216567,0,17216567,2023.csv,2023,0.0,1.0
2713,Kinsey,17050017,10254979,6795038,2004.csv,2004,0.6014644442876509,0.39853555571234917
2714,Kung Pow: Enter the Fist,16994625,16037962,956663,2002.csv,2002,0.9437079076472709,0.056292092352729174
2715,Dead Weight,16987957,0,16987957,2002.csv,2002,0.0,1.0
2716,Bye Bye Morons,16955924,0,16955924,2020.csv,2020,0.0,1.0
2717,Jason X,16951798,13121555,3830243,2001.csv,2001,0.7740509295828089,0.22594907041719114
2718,Catch That Kid,16951702,16703799,247903,2004.csv,2004,0.9853759227244556,0.014624077275544368
2719,Sugar & Spice,16908947,13305101,3603846,2001.csv,2001,0.7868675086627216,0.21313249133727843
2720,Life or Something Like It,16872671,14448589,2424082,2002.csv,2002,0.8563308678276249,0.1436691321723751
2721,Aegis,16869261,0,16869261,2005.csv,2005,0.0,1.0
2722,The Good Girl,16856124,14018296,2837828,2002.csv,2002,0.8316440956414417,0.16835590435855835
2723,Femme Fatale,16838910,6630252,10208658,2002.csv,2002,0.3937459134825235,0.6062540865174765
2724,House of 1000 Corpses,16829545,12634962,4194583,2003.csv,2003,0.7507607603176437,0.24923923968235623
2725,Paparazzi,16796512,15714234,1082278,2004.csv,2004,0.9355653126077604,0.06443468739223954
2726,House of Sand and Fog,16763804,13040288,3723516,2003.csv,2003,0.7778835877584825,0.22211641224151749
2727,Baaghi 3,16726510,721439,16005071,2020.csv,2020,0.043131472136147944,0.956868527863852
2728,Wunderschön,16719291,0,16719291,2022.csv,2022,0.0,1.0
2729,Father There Is Only One 3,16707892,0,16707892,2022.csv,2022,0.0,1.0
2730,Dogville,16680836,1535286,15145550,2003.csv,2003,0.0920389121984054,0.9079610878015946
2731,CyberWorld,16653900,11253900,5400000,2000.csv,2000,0.6757516257453209,0.32424837425467906
2732,Digimon: The Movie,16643191,9631153,7012038,2000.csv,2000,0.5786842799556888,0.4213157200443112
2733,The Dish,16575074,2552992,14022082,2000.csv,2000,0.1540259790092038,0.8459740209907962
2734,Your Turn to Kill,16511822,0,16511822,2021.csv,2021,0.0,1.0
2735,Cry Macho,16510734,10310734,6200000,2021.csv,2021,0.6244867127045957,0.3755132872954043
2736,Even If This Love Disappears from the World Tonight,16474515,0,16474515,2022.csv,2022,0.0,1.0
2737,They,16446271,12840842,3605429,2002.csv,2002,0.7807752894257914,0.2192247105742086
2738,The Powerpuff Girls Movie,16426471,11412414,5014057,2002.csv,2002,0.6947575045181646,0.3052424954818354
2739,Reminiscence,16400193,3900193,12500000,2021.csv,2021,0.2378138476784999,0.7621861523215001
2740,The Magdalene Sisters,16373112,306989,16066123,2002.csv,2002,0.018749581631152343,0.9812504183688476
2741,One Missed Call,16367880,0,16367880,2004.csv,2004,0.0,1.0
2742,"Nin x Nin: Ninja Hattori-kun, the Movie",16351134,0,16351134,2004.csv,2004,0.0,1.0
2743,Italian for Beginners,16349568,4544753,11804815,2000.csv,2000,0.27797388897370257,0.7220261110262974
2744,The Emperor's Club,16318449,14118751,2199698,2002.csv,2002,0.865201772545908,0.13479822745409198
2745,Rabbit-Proof Fence,16217411,6199600,10017811,2002.csv,2002,0.38228050087649623,0.6177194991235038
2746,Caché (Hidden),16197824,3647381,12550443,2005.csv,2005,0.22517722133540902,0.774822778664591
2747,Just Visiting,16176732,4781539,11395193,2001.csv,2001,0.2955812706793931,0.7044187293206069
2748,Birthday Girl,16171098,5142576,11028522,2002.csv,2002,0.31801031692467635,0.6819896830753236
2749,Iris,16153953,5594617,10559336,2001.csv,2001,0.3463311426002044,0.6536688573997956
2750,Legend No. 17,16096860,0,16096860,2021.csv,2021,0.0,1.0
2751,The Legend & Butterfly,16087771,0,16087771,2023.csv,2023,0.0,1.0
2752,I Still Believe,16069730,9868521,6201209,2020.csv,2020,0.6141062108697533,0.38589378913024674
2753,The Dry,16066821,364237,15702584,2021.csv,2021,0.02267013493210636,0.9773298650678937
2754,To Be and to Have,16063920,777129,15286791,2002.csv,2002,0.04837729520565341,0.9516227047943466
2755,Dr. Coto's Clinic,16062841,0,16062841,2022.csv,2022,0.0,1.0
2756,Doraemon: Nobita and the Robot Kingdom,16053687,0,16053687,2002.csv,2002,0.0,1.0
2757,What the #$*! Do We (K)now!?,15998178,10942306,5055872,2004.csv,2004,0.6839720123129022,0.3160279876870979
2758,Upon the Magic Roads,15990882,0,15990882,2021.csv,2021,0.0,1.0
2759,Radhe Shyam,15954804,1860000,14094804,2022.csv,2022,0.11657930739857413,0.8834206926014259
2760,Drowning Mona,15906764,15506764,400000,2000.csv,2000,0.974853464853065,0.025146535146934976
2761,Blacklight,15902207,9591094,6311113,2022.csv,2022,0.603129741676737,0.39687025832326295
2762,Public Enemy,15897574,0,15897574,2002.csv,2002,0.0,1.0
2763,Before Sunset,15849759,5820649,10029110,2004.csv,2004,0.3672389592800749,0.6327610407199251
2764,Highlander: Endgame,15843608,12811858,3031750,2000.csv,2000,0.8086452277789251,0.1913547722210749
2765,Lucky Luke and the Daltons,15823762,0,15823762,2004.csv,2004,0.0,1.0
2766,Die drei ??? - Erbe des Drachen,15821876,0,15821876,2023.csv,2023,0.0,1.0
2767,Shin Kamen Rider,15787771,0,15787771,2023.csv,2023,0.0,1.0
2768,The Great Yokai War,15787492,0,15787492,2005.csv,2005,0.0,1.0
2769,Kiss Kiss Bang Bang,15785148,4243756,11541392,2005.csv,2005,0.26884486607284264,0.7311551339271574
2770,The Gospel,15778152,15778152,0,2005.csv,2005,1.0,0.0
2771,Lantana,15747450,4623189,11124261,2001.csv,2001,0.2935833420649058,0.7064166579350942
2772,Operation Mincemeat,15710164,0,15710164,2022.csv,2022,0.0,1.0
2773,Enigma 2001 Re-release,15705007,4301582,11403425,2001.csv,2001,0.27389876362360105,0.7261012363763989
2774,Maison de retraite,15570823,0,15570823,2022.csv,2022,0.0,1.0
2775,Facing Windows,15530077,543354,14986723,2003.csv,2003,0.03498720579427906,0.965012794205721
2776,Two Sons of Francisco,15508288,0,15508288,2005.csv,2005,0.0,1.0
2777,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,15500146,0,15500146,2023.csv,2023,0.0,1.0
2778,The Way Back,15490514,13590514,1900000,2020.csv,2020,0.8773442895439105,0.12265571045608945
2779,With a Friend Like Harry...,15472186,3830441,11641745,2001.csv,2001,0.24756947725421605,0.7524305227457839
2780,Bait,15471969,15325127,146842,2000.csv,2000,0.9905091588536663,0.009490841146333735
2781,Zelary,15461305,330033,15131272,2003.csv,2003,0.02134574022050532,0.9786542597794947
2782,The Night House,15437703,7100581,8337122,2021.csv,2021,0.45995061571012213,0.5400493842898778
2783,The Greatest Game Ever Played,15431177,15337393,93784,2005.csv,2005,0.9939224337845389,0.006077566215461076
2784,Padre no hay más que uno 2: La llegada de la suegra,15373181,0,15373181,2020.csv,2020,0.0,1.0
2785,Harry Potter and the Sorcerer's Stone 2021 Re-release,15372357,799342,14573015,2021.csv,2021,0.0519986622741067,0.9480013377258933
2786,Alex & Emma,15368897,14218698,1150199,2003.csv,2003,0.9251606019612207,0.07483939803877923
2787,Drive My Car,15360756,2352240,13008516,2021.csv,2021,0.15313308798082595,0.8468669120191741
2788,Minari,15312445,3110580,12201865,2021.csv,2021,0.20314064801538878,0.7968593519846112
2789,Brother,15250594,450594,14800000,2001.csv,2001,0.029545996700194106,0.9704540032998059
2790,Hey Arnold! The Movie,15249308,13728902,1520406,2002.csv,2002,0.9002967216610748,0.09970327833892528
2791,Bheemla Nayak,15243922,0,15243922,2022.csv,2022,0.0,1.0
2792,Something About Love,15204017,0,15204017,2021.csv,2021,0.0,1.0
2793,Transamerica,15151744,9015303,6136441,2005.csv,2005,0.5950010111047283,0.40499898889527175
2794,Bones and All,15134907,7834907,7300000,2022.csv,2022,0.517671301184738,0.48232869881526197
2795,Surviving Christmas,15125687,11663156,3462531,2004.csv,2004,0.7710827283415292,0.22891727165847078
2796,The Dreamers,15121165,2532228,12588937,2003.csv,2003,0.1674624937959476,0.8325375062040524
2797,Terrifier 2,15065239,10640105,4425134,2022.csv,2022,0.7062685829278912,0.29373141707210887
2798,Firestarter,15039250,9739250,5300000,2022.csv,2022,0.6475888092823778,0.3524111907176222
2799,Boat Trip,15020293,8600126,6420167,2002.csv,2002,0.5725671263536604,0.42743287364633964
2800,Anita,15017470,556632,14460838,2021.csv,2021,0.03706563089521737,0.9629343691047826
2801,Oldboy,14980005,707481,14272524,2003.csv,2003,0.0472283553977452,0.9527716446022548
2802,Undisputed,14946150,12764657,2181493,2002.csv,2002,0.8540431482354988,0.14595685176450124
2803,"Murder, Take One",14915208,0,14915208,2005.csv,2005,0.0,1.0
2804,A Guilty Conscience,14914575,0,14914575,2023.csv,2023,0.0,1.0
2805,The Last Trapper,14905929,0,14905929,2004.csv,2004,0.0,1.0
2806,Battle Royale II,14899584,0,14899584,2003.csv,2003,0.0,1.0
2807,The Wolf of Wall Street 2022 Re-release,14877539,0,14877539,2022.csv,2022,0.0,1.0
2808,Raise Your Voice,14867514,10411980,4455534,2004.csv,2004,0.7003174841469798,0.2996825158530202
2809,Josie and the Pussycats,14866015,14271015,595000,2001.csv,2001,0.9599758240523771,0.040024175947622816
2810,Supernova,14828081,14230455,597626,2000.csv,2000,0.9596963356215817,0.040303664378418216
2811,Soul Plane,14821824,14190750,631074,2004.csv,2004,0.9574226491962123,0.04257735080378771
2812,One Piece: Dead End Adventure,14817006,0,14817006,2003.csv,2003,0.0,1.0
2813,Possession,14815898,10113733,4702165,2002.csv,2002,0.6826270672219801,0.3173729327780199
2814,Out Cold,14782676,13906394,876282,2001.csv,2001,0.940722369887563,0.059277630112437016
2815,Bros,14781867,11628165,3153702,2022.csv,2022,0.7866506308032672,0.21334936919673272
2816,The Triplets of Belleville,14776760,7007149,7769611,2003.csv,2003,0.47420063667542817,0.5257993633245718
2817,Superwho?,14770359,0,14770359,2022.csv,2022,0.0,1.0
2818,Most Beautiful Week in My Life,14765033,0,14765033,2005.csv,2005,0.0,1.0
2819,X,14740889,11765309,2975580,2022.csv,2022,0.7981410754805901,0.20185892451940993
2820,Iron Monkey,14694904,14694904,0,2001.csv,2001,1.0,0.0
2821,Together with You,14687167,1151941,13535226,2003.csv,2003,0.07843180376447002,0.92156819623553
2822,The Chosen Season 3: Episode 1 & 2,14679613,14612089,67524,2022.csv,2022,0.9954001512165205,0.00459984878347951
2823,Samurai Commando Mission 1549,14648713,0,14648713,2005.csv,2005,0.0,1.0
2824,Half a Confession,14638660,0,14638660,2004.csv,2004,0.0,1.0
2825,Welcome to Mooseport,14615099,14470947,144152,2004.csv,2004,0.9901367756728846,0.009863224327115403
2826,Together,14572229,1034829,13537400,2001.csv,2001,0.07101377558642538,0.9289862244135746
2827,Hollywood Ending,14569744,4850753,9718991,2002.csv,2002,0.33293330342660793,0.6670666965733921
2828,Envy,14494036,13562325,931711,2004.csv,2004,0.9357176289613189,0.06428237103868101
2829,Malena,14493284,3448233,11045051,2000.csv,2000,0.23791937010273173,0.7620806298972683
2830,I Dreamed of Africa,14400327,6651522,7748805,2000.csv,2000,0.4619007610035522,0.5380992389964477
2831,The Tomorrow War,14400000,0,14400000,2021.csv,2021,0.0,1.0
2832,The Personal History of David Copperfield,14399270,1876298,12522972,2020.csv,2020,0.130305077965758,0.869694922034242
2833,How to Deal,14390329,14195227,195102,2003.csv,2003,0.986442144581962,0.013557855418038044
2834,And So the Baton Is Passed,14368469,0,14368469,2021.csv,2021,0.0,1.0
2835,Joy Ride,14352925,12897789,1455136,2023.csv,2023,0.8986174595073826,0.10138254049261736
2836,Being Julia,14339171,7739049,6600122,2004.csv,2004,0.5397138370133113,0.4602861629866887
2837,Freddy Got Fingered,14333252,14254993,78259,2001.csv,2001,0.9945400387853364,0.005459961214663637
2838,Nightlife,14308789,0,14308789,2020.csv,2020,0.0,1.0
2839,Stealing Harvard,14277032,14036406,240626,2002.csv,2002,0.9831459367745341,0.01685406322546591
2840,Blood Rain,14270938,0,14270938,2005.csv,2005,0.0,1.0
2841,The Duke,14227217,1526970,12700247,2022.csv,2022,0.10732738525039717,0.8926726147496028
2842,Sarkaru Vaari Paata,14199018,0,14199018,2022.csv,2022,0.0,1.0
2843,Pawn,14193957,0,14193957,2020.csv,2020,0.0,1.0
2844,Proof,14189860,7535331,6654529,2005.csv,2005,0.5310363174830478,0.46896368251695225
2845,What Planet Are You From?,14145677,6291602,7854075,2000.csv,2000,0.4447720671128006,0.5552279328871994
2846,Godzilla Against MechaGodzilla,14122958,0,14122958,2002.csv,2002,0.0,1.0
2847,Football Days,14117202,0,14117202,2003.csv,2003,0.0,1.0
2848,Sword Art Online: Progressive - Aria of a Starless Night,14032747,1050000,12982747,2021.csv,2021,0.07482497902940885,0.9251750209705911
2849,Osmosis Jones,14026418,13596911,429507,2001.csv,2001,0.9693787109438775,0.030621289056122526
2850,Ghosts of Mars,14010832,8709640,5301192,2001.csv,2001,0.621636174068749,0.3783638259312509
2851,The Post 2020 Re-release,13995207,0,13995207,2020.csv,2020,0.0,1.0
2852,Vizontele Tuuba,13954476,0,13954476,2004.csv,2004,0.0,1.0
2853,Wet Dreams,13936317,0,13936317,2002.csv,2002,0.0,1.0
2854,She Said,13934825,5825995,8108830,2022.csv,2022,0.4180888529278265,0.5819111470721735
2855,Bodies Bodies Bodies,13929670,11446602,2483068,2022.csv,2022,0.8217425107701761,0.17825748922982382
2856,Tokyo Revengers 2: Bloody Halloween - Decisive Battle,13915338,0,13915338,2023.csv,2023,0.0,1.0
2857,Monster,13910991,0,13910991,2022.csv,2022,0.0,1.0
2858,Dirty Pretty Things,13904766,8112414,5792352,2002.csv,2002,0.5834268624153761,0.4165731375846239
2859,Memory,13897255,7329043,6568212,2022.csv,2022,0.5273734273423061,0.4726265726576939
2860,Touching the Void,13885802,4593598,9292204,2003.csv,2003,0.33081258108102074,0.6691874189189793
2861,French Spies,13844465,0,13844465,2004.csv,2004,0.0,1.0
2862,The Legend of Maula Jatt,13839539,5016493,8823046,2022.csv,2022,0.362475440836577,0.637524559163423
2863,House of the Dead,13818181,10249719,3568462,2003.csv,2003,0.7417560241829225,0.25824397581707753
2864,Juwanna Mann,13802599,13670733,131866,2002.csv,2002,0.9904462920352899,0.009553707964710124
2865,The Ladies Man,13743212,13616610,126602,2000.csv,2000,0.9907880341218632,0.009211965878136785
2866,Christmas with the Chosen: The Messengers,13728000,13728000,0,2021.csv,2021,1.0,0.0
2867,Mavka: The Forest Song,13703565,0,13703565,2023.csv,2023,0.0,1.0
2868,American Outlaws,13678913,13342790,336123,2001.csv,2001,0.9754276527674385,0.024572347232561534
2869,Eiffel,13649605,444814,13204791,2021.csv,2021,0.03258804925124207,0.967411950748758
2870,Der Wixxer,13607165,0,13607165,2004.csv,2004,0.0,1.0
2871,Anything Else,13585075,3212310,10372765,2003.csv,2003,0.23645876080919687,0.7635412391908032
2872,One Night at McCool's,13473370,6290673,7182697,2001.csv,2001,0.46689677489744585,0.5331032251025541
2873,OSS 117: From Africa with Love,13457801,0,13457801,2021.csv,2021,0.0,1.0
2874,The Point Men,13433834,0,13433834,2023.csv,2023,0.0,1.0
2875,#Alive,13432212,0,13432212,2020.csv,2020,0.0,1.0
2876,One Piece: The Cursed Holy Sword,13422333,0,13422333,2004.csv,2004,0.0,1.0
2877,Trapped,13414416,7073251,6341165,2002.csv,2002,0.5272872855590582,0.47271271444094176
2878,Solarmax,13400161,13400161,0,2000.csv,2000,1.0,0.0
2879,Howling Village,13394556,0,13394556,2020.csv,2020,0.0,1.0
2880,Umizaru,13361623,0,13361623,2004.csv,2004,0.0,1.0
2881,RRRrrrr!!!,13315054,54361,13260693,2004.csv,2004,0.004082672139369469,0.9959173278606306
2882,Glass Onion,13280000,13280000,0,2022.csv,2022,1.0,0.0
2883,Valimai,13276393,0,13276393,2022.csv,2022,0.0,1.0
2884,Vera Drake,13267869,3775283,9492586,2004.csv,2004,0.2845432827230959,0.7154567172769041
2885,Vidocq,13240767,0,13240767,2001.csv,2001,0.0,1.0
2886,Kal Ho Naa Ho,13200241,1991922,11208319,2003.csv,2003,0.15090042674220872,0.8490995732577913
2887,Come Play,13182254,10475990,2706264,2020.csv,2020,0.7947040013035707,0.2052959986964293
2888,Hostage: Missing Celebrity,13174292,0,13174292,2021.csv,2021,0.0,1.0
2889,Head Over Heels,13127022,10424470,2702552,2001.csv,2001,0.7941229930139524,0.20587700698604755
2890,Toei Spring Anime Fair,13107237,0,13107237,2002.csv,2002,0.0,1.0
2891,The Crew,13105853,13023075,82778,2000.csv,2000,0.9936838907013531,0.006316109298646948
2892,Long Time Dead,13102295,0,13102295,2002.csv,2002,0.0,1.0
2893,Moonage Daydream,13095697,4218925,8876772,2022.csv,2022,0.3221611648467432,0.6778388351532568
2894,Easter Sunday,13074255,13013690,60565,2022.csv,2022,0.9953676136804736,0.004632386319526428
2895,The Way of the Gun,13069740,6055661,7014079,2000.csv,2000,0.4633344657200526,0.5366655342799475
2896,The Barbarian Invasions,13065317,5109226,7956091,2003.csv,2003,0.39105258601838744,0.6089474139816126
2897,Vakeel Saab,13056490,0,13056490,2021.csv,2021,0.0,1.0
2898,The Many Saints of Newark,13037403,8237403,4800000,2021.csv,2021,0.6318285167682551,0.36817148323174487
2899,Onmyoji 2,13022862,0,13022862,2003.csv,2003,0.0,1.0
2900,Monkey King Reborn,13012133,0,13012133,2021.csv,2021,0.0,1.0
2901,Sisu,13008980,7265622,5743358,2023.csv,2023,0.5585081997205008,0.44149180027949925
2902,"Manta, Manta - Zwoter Teil",13000848,0,13000848,2023.csv,2023,0.0,1.0
2903,The Divorce,12991996,9081057,3910939,2003.csv,2003,0.6989731985754922,0.30102680142450783
